date,hour,positive_imb,negative_imb,net_imb
2021-09-22,1,773.93,-638.82,135.11
2021-09-22,2,875.34,-362.9,512.44
2021-09-22,3,1367.87,-381.05,986.82
2021-09-22,4,1492.72,-516.85,975.87
2021-09-22,5,1393.58,-465.97,927.61
2021-09-22,6,1051.57,-412.3,639.27
2021-09-22,7,834.29,-528.8,305.49
2021-09-22,8,409.63,-1269.7,-860.07
2021-09-22,9,396.14,-1663.48,-1267.34
2021-09-22,10,533.32,-1339.27,-805.95
2021-09-22,11,369.53,-1341.56,-972.03
2021-09-22,12,572.04,-650.47,-78.4300000000001
2021-09-22,13,702.57,-841.27,-138.7
2021-09-22,14,315.34,-990.34,-675
2021-09-22,15,457.32,-952.19,-494.87
2021-09-22,16,629.6,-869.93,-240.33
2021-09-22,17,826.97,-769.78,57.1900000000001
2021-09-22,18,670.52,-827.77,-157.25
2021-09-22,19,427.74,-1026.98,-599.24
2021-09-22,20,613.01,-1336.67,-723.66
2021-09-22,21,737,-626.27,110.73
2021-09-22,22,562.73,-551.85,10.88
2021-09-22,23,404.67,-456.07,-51.4
2021-09-23,0,826.84,-642.86,183.98
2021-09-23,1,645.65,-351.88,293.77
2021-09-23,2,1677.74,-113.95,1563.79
2021-09-23,3,2083.6,-124.67,1958.93
2021-09-23,4,2117.64,-128.8,1988.84
2021-09-23,5,1948.34,-174.44,1773.9
2021-09-23,6,1774.86,-223.74,1551.12
2021-09-23,7,1170.69,-219.69,951
2021-09-23,8,675.02,-798.62,-123.6
2021-09-23,9,554.61,-682.1,-127.49
2021-09-23,10,806.41,-462.59,343.82
2021-09-23,11,930.72,-584.44,346.28
2021-09-23,12,1297.48,-318.37,979.11
2021-09-23,13,1180.32,-431.98,748.34
2021-09-23,14,821.51,-498.37,323.14
2021-09-23,15,995.42,-286.6,708.82
2021-09-23,16,1355.01,-375.47,979.54
2021-09-23,17,1668.91,-321.48,1347.43
2021-09-23,18,1808.96,-388.51,1420.45
2021-09-23,19,1120.37,-352.26,768.11
2021-09-23,20,1454.43,-374.72,1079.71
2021-09-23,21,1599.95,-271.86,1328.09
2021-09-23,22,1504.68,-231.44,1273.24
2021-09-23,23,1789.24,-247.18,1542.06
2021-09-24,0,1538.32,-231.66,1306.66
2021-09-24,1,1194.2,-226.51,967.69
2021-09-24,2,1479.17,-253.02,1226.15
2021-09-24,3,1579.34,-310.82,1268.52
2021-09-24,4,1974,-226.32,1747.68
2021-09-24,5,2105.49,-199.28,1906.21
2021-09-24,6,2107.43,-272.55,1834.88
2021-09-24,7,2204.98,-300.58,1904.4
2021-09-24,8,1292.96,-547.33,745.63
2021-09-24,9,801.04,-514.16,286.88
2021-09-24,10,1073.55,-448.35,625.2
2021-09-24,11,1171.82,-368.26,803.56
2021-09-24,12,1758.72,-260.8,1497.92
2021-09-24,13,2067.97,-141.04,1926.93
2021-09-24,14,1572.85,-180.6,1392.25
2021-09-24,15,2210.04,-171.31,2038.73
2021-09-24,16,1944.85,-164.9,1779.95
2021-09-24,17,1508.57,-262.06,1246.51
2021-09-24,18,958.84,-504.31,454.53
2021-09-24,19,508.78,-1183.16,-674.38
2021-09-24,20,630.14,-755.14,-125
2021-09-24,21,659.37,-660.32,-0.950000000000045
2021-09-24,22,699.96,-594.08,105.88
2021-09-24,23,413.66,-509.95,-96.29
2021-09-25,0,749.25,-703.96,45.29
2021-09-25,1,704.58,-565.4,139.18
2021-09-25,2,588.04,-552.03,36.01
2021-09-25,3,518.26,-474.21,44.05
2021-09-25,4,628.35,-617.38,10.97
2021-09-25,5,503.46,-551.31,-47.85
2021-09-25,6,435.32,-637.82,-202.5
2021-09-25,7,722.68,-848.82,-126.14
2021-09-25,8,1263.18,-729.89,533.29
2021-09-25,9,614.76,-778.32,-163.56
2021-09-25,10,1041.05,-690.6,350.45
2021-09-25,11,840.22,-735.47,104.75
2021-09-25,12,1078.8,-447.89,630.91
2021-09-25,13,806.9,-454.11,352.79
2021-09-25,14,900.57,-834.17,66.4000000000001
2021-09-25,15,536.77,-429.76,107.01
2021-09-25,16,483.95,-361.59,122.36
2021-09-25,17,739.99,-635.12,104.87
2021-09-25,18,536.75,-732.93,-196.18
2021-09-25,19,294.87,-947.07,-652.2
2021-09-25,20,422.14,-993.79,-571.65
2021-09-25,21,695.38,-716.72,-21.34
2021-09-25,22,613.3,-540.39,72.91
2021-09-25,23,572.09,-618.04,-45.9499999999999
2021-09-26,0,736.13,-468.48,267.65
2021-09-26,1,886.99,-579.67,307.32
2021-09-26,2,849.4,-452.07,397.33
2021-09-26,3,760.42,-370.2,390.22
2021-09-26,4,535.41,-463.49,71.92
2021-09-26,5,489.84,-659.71,-169.87
2021-09-26,6,380.15,-744.26,-364.11
2021-09-26,7,750.68,-666.61,84.07
2021-09-26,8,1008.97,-532.79,476.18
2021-09-26,9,970.14,-499.71,470.43
2021-09-26,10,892.33,-606.58,285.75
2021-09-26,11,795.81,-397.33,398.48
2021-09-26,12,810.27,-432.16,378.11
2021-09-26,13,786.75,-353.54,433.21
2021-09-26,14,939.28,-505.56,433.72
2021-09-26,15,978.87,-460.38,518.49
2021-09-26,16,778.37,-419.6,358.77
2021-09-26,17,743.29,-490.4,252.89
2021-09-26,18,487.39,-1404.23,-916.84
2021-09-26,19,483.87,-1050.22,-566.35
2021-09-26,20,452.07,-1393.86,-941.79
2021-09-26,21,517.75,-585.41,-67.66
2021-09-26,22,459.12,-1287.98,-828.86
2021-09-26,23,416.52,-967.34,-550.82
2021-09-27,0,722.49,-700.62,21.87
2021-09-27,1,693.8,-668.35,25.4499999999999
2021-09-27,2,896.35,-807.81,88.5400000000001
2021-09-27,3,756.31,-593.21,163.1
2021-09-27,4,851.54,-685.23,166.31
2021-09-27,5,750.86,-563.2,187.66
2021-09-27,6,908.56,-765.27,143.29
2021-09-27,7,435.33,-520.34,-85.0100000000001
2021-09-27,8,669.11,-301.83,367.28
2021-09-27,9,450.63,-777.12,-326.49
2021-09-27,10,936.67,-353.79,582.88
2021-09-27,11,654.47,-645.43,9.04000000000008
2021-09-27,12,923.01,-912.94,10.0699999999999
2021-09-27,13,622.15,-630.61,-8.46000000000004
2021-09-27,14,703.44,-671.95,31.49
2021-09-27,15,700.08,-639.43,60.6500000000001
2021-09-27,16,608.68,-590.54,18.14
2021-09-27,17,467.42,-460.02,7.40000000000003
2021-09-27,18,604.51,-608.96,-4.45000000000005
2021-09-27,19,546.56,-651.69,-105.13
2021-09-27,20,535.35,-396.54,138.81
2021-09-27,21,562.86,-311.17,251.69
2021-09-27,22,776.76,-390.77,385.99
2021-09-27,23,605.77,-441.34,164.43
2021-09-28,0,711.9,-542.82,169.08
2021-09-28,1,426.28,-455.82,-29.54
2021-09-28,2,352.98,-378.75,-25.77
2021-09-28,3,490.52,-490.09,0.430000000000007
2021-09-28,4,342.48,-336.47,6.00999999999999
2021-09-28,5,347.3,-331.13,16.17
2021-09-28,6,171.29,-683.24,-511.95
2021-09-28,7,151.17,-1098.25,-947.08
2021-09-28,8,468.38,-902.83,-434.45
2021-09-28,9,221.48,-1704.15,-1482.67
2021-09-28,10,662.83,-937.67,-274.84
2021-09-28,11,445.56,-1353.28,-907.72
2021-09-28,12,774.57,-906.07,-131.5
2021-09-28,13,544.76,-1003.99,-459.23
2021-09-28,14,540.22,-1751.67,-1211.45
2021-09-28,15,693.34,-994.96,-301.62
2021-09-28,16,687,-1144.56,-457.56
2021-09-28,17,653.27,-964.1,-310.83
2021-09-28,18,527.95,-1176.14,-648.19
2021-09-28,19,367.35,-1496.91,-1129.56
2021-09-28,20,450.55,-754.36,-303.81
2021-09-28,21,554.48,-583.13,-28.65
2021-09-28,22,601.74,-507.73,94.01
2021-09-28,23,403.8,-543.13,-139.33
2021-09-29,0,547.89,-525.77,22.12
2021-09-29,1,367.65,-432.46,-64.81
2021-09-29,2,395.03,-496.59,-101.56
2021-09-29,3,543.22,-690.81,-147.59
2021-09-29,4,472.76,-695.45,-222.69
2021-09-29,5,353.01,-715.35,-362.34
2021-09-29,6,318.12,-710.11,-391.99
2021-09-29,7,271.68,-883.88,-612.2
2021-09-29,8,303.54,-1117.2,-813.66
2021-09-29,9,371.26,-1270.89,-899.63
2021-09-29,10,466.36,-516.95,-50.59
2021-09-29,11,546.72,-533.77,12.95
2021-09-29,12,760.03,-540.27,219.76
2021-09-29,13,805.13,-313.91,491.22
2021-09-29,14,534.14,-636.02,-101.88
2021-09-29,15,751.1,-360.96,390.14
2021-09-29,16,639.29,-461.82,177.47
2021-09-29,17,488.32,-471.17,17.15
2021-09-29,18,471.84,-482.91,-11.0700000000001
2021-09-29,19,189.86,-820.41,-630.55
2021-09-29,20,171.68,-789.04,-617.36
2021-09-29,21,216.75,-543.11,-326.36
2021-09-29,22,287.93,-414.28,-126.35
2021-09-29,23,207.54,-626.52,-418.98
2021-09-30,0,188.51,-352.79,-164.28
2021-09-30,1,565.37,-332.01,233.36
2021-09-30,2,732.78,-262.33,470.45
2021-09-30,3,769.78,-198.48,571.3
2021-09-30,4,633.67,-1156.58,-522.91
2021-09-30,5,620.56,-465.64,154.92
2021-09-30,6,428.89,-384.96,43.93
2021-09-30,7,411.08,-481.77,-70.69
2021-09-30,8,509.14,-899.27,-390.13
2021-09-30,9,438.98,-994.24,-555.26
2021-09-30,10,651.59,-250.45,401.14
2021-09-30,11,766.26,-299.94,466.32
2021-09-30,12,1018.64,-257,761.64
2021-09-30,13,1034.61,-487.96,546.65
2021-09-30,14,832.36,-1210.69,-378.33
2021-09-30,15,633.14,-366.47,266.67
2021-09-30,16,795.07,-750.53,44.5400000000001
2021-09-30,17,583.95,-519.35,64.6
2021-09-30,18,683.02,-616.32,66.6999999999999
2021-09-30,19,515.49,-394.47,121.02
2021-09-30,20,715.13,-721.18,-6.04999999999996
2021-09-30,21,682.55,-729.86,-47.3100000000001
2021-09-30,22,390.77,-797.92,-407.15
2021-09-30,23,256.08,-1034.66,-778.58
2021-10-01,0,310.78,-918.06,-607.28
2021-10-01,1,195.19,-698.85,-503.66
2021-10-01,2,129.07,-614.45,-485.38
2021-10-01,3,380.61,-426.55,-45.94
2021-10-01,4,550.63,-230.69,319.94
2021-10-01,5,604.28,-366.81,237.47
2021-10-01,6,255.74,-506.92,-251.18
2021-10-01,7,180.48,-546.2,-365.72
2021-10-01,8,613.6,-921.82,-308.22
2021-10-01,9,152.17,-1229.38,-1077.21
2021-10-01,10,551.41,-975.72,-424.31
2021-10-01,11,245.28,-918.7,-673.42
2021-10-01,12,1543.87,-739.35,804.52
2021-10-01,13,1112.98,-785.83,327.15
2021-10-01,14,402.64,-927.5,-524.86
2021-10-01,15,251.19,-857.13,-605.94
2021-10-01,16,666.21,-836.28,-170.07
2021-10-01,17,599.53,-814.09,-214.56
2021-10-01,18,337.49,-911.02,-573.53
2021-10-01,19,242.25,-730.76,-488.51
2021-10-01,20,548.79,-705.19,-156.4
2021-10-01,21,615.92,-601.9,14.02
2021-10-01,22,882.07,-844.02,38.0500000000001
2021-10-01,23,779.2,-718.38,60.8200000000001
